cited_person_age,citation_time,charge_description,street,month,day_of_week,week_of_year,hour_of_day,place_id,age_breaks
26.0,630,Speed Greater Than R&P or Posted,E McDowell Rd,11,3,45,6,E McDowell Rd - 6xxx,"(24.0, 29.0]"
61.0,616,Failure to Control Speed to Avoid A Collision,E Shea Bl,11,0,46,6,E Shea Bl - 7xxx,"(50.0, 97.0]"
19.0,528,Speed Greater Than R&P or Posted,N Pima Rd,11,3,45,5,N Pima Rd - 2xxx,"(17.999, 24.0]"
60.0,745,Expired/No Arizona Registration,E Frank Lloyd Wright Bl / L101,11,2,45,7,E Frank Lloyd Wright Bl / L101 -  xxx,"(50.0, 97.0]"
28.0,702,Speed Greater Than R&P or Posted,N Hayden Rd,11,2,45,7,N Hayden Rd - 1xxx,"(24.0, 29.0]"
24.0,1233,Failure to Control Speed to Avoid A Collision,E Thomas Rd,11,1,46,12,E Thomas Rd - 6xxx,"(17.999, 24.0]"
48.0,1430,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,11,1,46,14,N Scottsdale Rd - 5xxx,"(37.0, 50.0]"
62.0,1333,Speed Greater Than R&P or Posted,E Osborn Rd,11,0,45,13,E Osborn Rd - 8xxx,"(50.0, 97.0]"
63.0,1530,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,11,1,46,15,N Scottsdale Rd - 2xxx,"(50.0, 97.0]"
46.0,1701,Suspended/Revoked D.L.,E Redfield Rd,11,1,46,17,E Redfield Rd - 7xxx,"(37.0, 50.0]"
26.0,2332,No Proof of Insurance,E McDowell Rd,11,2,45,23,E McDowell Rd - 6xxx,"(24.0, 29.0]"
30.0,2048,Drug Paraphernalia-Possess/Use,E Shea Bl,11,1,46,20,E Shea Bl - 8xxx,"(29.0, 37.0]"
21.0,1826,Expired/No Arizona Registration,N Scottsdale Rd,11,2,45,18,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
60.0,802,Speed Greater Than R&P or Posted,E Camelback Rd,11,4,45,8,E Camelback Rd - 6xxx,"(50.0, 97.0]"
45.0,1606,Failure to Control Speed to Avoid A Collision,E Frank Lloyd Wright Bl / L101,11,0,46,16,E Frank Lloyd Wright Bl / L101 -  xxx,"(37.0, 50.0]"
47.0,849,Expired/No Arizona Registration,E Camelback Rd / N Scottsdale Rd,11,3,45,8,E Camelback Rd / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
25.0,839,Expired/No Arizona Registration,E Camelback Rd,11,3,45,8,E Camelback Rd - 6xxx,"(24.0, 29.0]"
37.0,643,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,6,E Camelback Rd - 6xxx,"(29.0, 37.0]"
28.0,831,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,8,E Camelback Rd - 6xxx,"(24.0, 29.0]"
35.0,804,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,8,E Camelback Rd - 6xxx,"(29.0, 37.0]"
27.0,828,Speed Greater Than R&P or Posted,E Camelback Rd,11,4,45,8,E Camelback Rd - 6xxx,"(24.0, 29.0]"
51.0,851,Speed Greater Than R&P or Posted,E Camelback Rd,11,4,45,8,E Camelback Rd - 6xxx,"(50.0, 97.0]"
52.0,908,Speed Greater Than R&P or Posted,E Camelback Rd,11,4,45,9,E Camelback Rd - 6xxx,"(50.0, 97.0]"
24.0,2341,Speed Greater Than R&P or Posted,E Indian School Rd,11,2,45,23,E Indian School Rd - 7xxx,"(17.999, 24.0]"
32.0,1450,Speed Greater Than R&P or Posted,E Cactus Rd,11,2,45,14,E Cactus Rd - 6xxx,"(29.0, 37.0]"
51.0,1600,Failure to Control Speed to Avoid A Collision,E Camelback Rd / N Scottsdale Rd,11,3,45,16,E Camelback Rd / N Scottsdale Rd -  xxx,"(50.0, 97.0]"
58.0,744,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,7,E Camelback Rd - 6xxx,"(50.0, 97.0]"
21.0,640,Speed Greater Than R&P or Posted,E Indian School Rd,11,3,45,6,E Indian School Rd - 6xxx,"(17.999, 24.0]"
31.0,1015,Speed Greater Than R&P or Posted,E Frank Lloyd Wright Bl / L101,11,1,45,10,E Frank Lloyd Wright Bl / L101 -  xxx,"(29.0, 37.0]"
49.0,728,Speed Greater Than R&P or Posted,N Hayden Rd / E Legacy Bl,11,2,45,7,N Hayden Rd / E Legacy Bl -  xxx,"(37.0, 50.0]"
25.0,1010,Suspended/Revoked D.L.,N Miller Rd,11,2,46,10,N Miller Rd - 7xxx,"(24.0, 29.0]"
28.0,637,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,6,E Camelback Rd - 6xxx,"(24.0, 29.0]"
24.0,650,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,6,E Camelback Rd - 6xxx,"(17.999, 24.0]"
25.0,711,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,7,E Camelback Rd - 6xxx,"(24.0, 29.0]"
29.0,744,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,7,E Camelback Rd - 6xxx,"(24.0, 29.0]"
22.0,758,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,7,E Camelback Rd - 6xxx,"(17.999, 24.0]"
59.0,832,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,8,E Camelback Rd - 6xxx,"(50.0, 97.0]"
52.0,511,Speed Greater Than R&P or Posted,E Frank Lloyd Wright Bl / L101,11,3,45,5,E Frank Lloyd Wright Bl / L101 -  xxx,"(50.0, 97.0]"
24.0,636,Speed Greater Than R&P or Posted,E Indian School Rd,11,3,45,6,E Indian School Rd - 6xxx,"(17.999, 24.0]"
40.0,655,Speed Greater Than R&P or Posted,E Indian School Rd,11,3,45,6,E Indian School Rd - 6xxx,"(37.0, 50.0]"
34.0,732,Speed Greater Than R&P or Posted,E Indian School Rd,11,3,45,7,E Indian School Rd - 6xxx,"(29.0, 37.0]"
40.0,746,Speed Greater Than R&P or Posted,E Indian School Rd,11,3,45,7,E Indian School Rd - 6xxx,"(37.0, 50.0]"
39.0,812,Speed Greater Than R&P or Posted,E Indian School Rd,11,3,45,8,E Indian School Rd - 6xxx,"(37.0, 50.0]"
33.0,831,Speed Greater Than R&P or Posted,E Indian School Rd,11,3,45,8,E Indian School Rd - 6xxx,"(29.0, 37.0]"
26.0,2150,Speed Greater Than R&P or Posted,E Camelback Rd,11,4,45,21,E Camelback Rd - 7xxx,"(24.0, 29.0]"
30.0,1117,Fail to Obey Traffic Control Device,N Miller Rd,11,3,45,11,N Miller Rd - 3xxx,"(29.0, 37.0]"
21.0,1513,No Proof of Insurance,E Thomas Rd,11,4,45,15,E Thomas Rd - 6xxx,"(17.999, 24.0]"
59.0,1113,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,4,45,11,N Scottsdale Rd - 2xxx,"(50.0, 97.0]"
25.0,945,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,11,2,46,9,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
26.0,1635,Fail to Stop at Stop Sign,E Camelback Rd,11,4,45,16,E Camelback Rd - 8xxx,"(24.0, 29.0]"
32.0,1940,Fail to Stop at Stop Sign,E Camelback Rd,11,4,45,19,E Camelback Rd - 8xxx,"(29.0, 37.0]"
22.0,2243,Expired/No Arizona Registration,E Shea Bl,11,3,45,22,E Shea Bl - 7xxx,"(17.999, 24.0]"
24.0,1714,Speed Greater Than R&P or Posted,E Indian Bend Rd,11,3,45,17,E Indian Bend Rd - 7xxx,"(17.999, 24.0]"
21.0,1714,Speed Greater Than R&P or Posted,E Indian Bend Rd,11,3,45,17,E Indian Bend Rd - 7xxx,"(17.999, 24.0]"
39.0,129,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,45,1,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
30.0,909,Suspended/Revoked D.L.,E Indian School Rd,11,2,46,9,E Indian School Rd - 6xxx,"(29.0, 37.0]"
56.0,944,Failure to Control Speed to Avoid A Collision,E Shea Bl,11,2,46,9,E Shea Bl - 9xxx,"(50.0, 97.0]"
21.0,826,Expired/No Arizona Registration,N Hayden Rd / E Indian School Rd,11,2,46,8,N Hayden Rd / E Indian School Rd -  xxx,"(17.999, 24.0]"
48.0,249,Speed Greater Than R&P or Posted,N Pima Rd,11,3,45,2,N Pima Rd - 2xxx,"(37.0, 50.0]"
24.0,1625,Failure to Control Speed to Avoid A Collision,E Frank Lloyd Wright Bl / N Scottsdale Rd,11,2,46,16,E Frank Lloyd Wright Bl / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
59.0,1745,Failure to Control Speed to Avoid A Collision,N Pima Rd,11,2,46,17,N Pima Rd - 4xxx,"(50.0, 97.0]"
50.0,1458,Suspended/Revoked D.L.,N Hayden Rd / E Indian School Rd,11,2,46,14,N Hayden Rd / E Indian School Rd -  xxx,"(37.0, 50.0]"
43.0,2340,Suspended/Revoked D.L.,E Thomas Rd,11,0,46,23,E Thomas Rd - 6xxx,"(37.0, 50.0]"
18.0,2045,Speed Greater Than R&P or Posted,N Frank Lloyd Wright Bl,11,6,45,20,N Frank Lloyd Wright Bl - 1xxx,"(17.999, 24.0]"
33.0,1726,Speed Greater Than R&P or Posted,E Redfield Rd,11,3,45,17,E Redfield Rd - 7xxx,"(29.0, 37.0]"
25.0,2254,Speed Greater Than R&P or Posted,E Frank Lloyd Wright Bl,11,6,45,22,E Frank Lloyd Wright Bl - 7xxx,"(24.0, 29.0]"
55.0,2215,Fail to Stop For Red Signal,N Frank Lloyd Wright Bl,11,3,45,22,N Frank Lloyd Wright Bl - 1xxx,"(50.0, 97.0]"
32.0,2317,No Proof of Insurance,E McDowell Rd / N Scottsdale Rd,11,3,45,23,E McDowell Rd / N Scottsdale Rd -  xxx,"(29.0, 37.0]"
22.0,342,Speed Greater Than R&P or Posted,E Indian School Rd,11,5,45,3,E Indian School Rd - 7xxx,"(17.999, 24.0]"
24.0,1913,Expired/No Arizona Registration,E Frank Lloyd Wright Bl / L101,11,5,45,19,E Frank Lloyd Wright Bl / L101 -  xxx,"(17.999, 24.0]"
22.0,1522,Speed Greater Than R&P or Posted,E McKellips Rd,11,4,45,15,E McKellips Rd - 7xxx,"(17.999, 24.0]"
46.0,1227,Expired/No Arizona Registration,E McDowell Rd,11,5,45,12,E McDowell Rd - 7xxx,"(37.0, 50.0]"
25.0,1945,Fail to Obey Traffic Control Device,E Camelback Rd / N Scottsdale Rd,11,5,45,19,E Camelback Rd / N Scottsdale Rd -  xxx,"(24.0, 29.0]"
18.0,2024,Expired/No Arizona Registration,N Hayden Rd / E Indian School Rd,11,5,45,20,N Hayden Rd / E Indian School Rd -  xxx,"(17.999, 24.0]"
23.0,927,Speed Greater Than R&P or Posted,E Osborn Rd,11,5,45,9,E Osborn Rd - 8xxx,"(17.999, 24.0]"
54.0,1550,Speed Greater Than R&P or Posted,E McDowell Rd,11,5,45,15,E McDowell Rd - 6xxx,"(50.0, 97.0]"
32.0,851,Speed Greater Than R&P or Posted,E Osborn Rd,11,5,45,8,E Osborn Rd - 8xxx,"(29.0, 37.0]"
50.0,810,Speed Greater Than R&P or Posted,N Pima Rd,11,5,45,8,N Pima Rd - 2xxx,"(37.0, 50.0]"
36.0,1731,Expired/No Arizona Registration,E Redfield Rd,11,6,45,17,E Redfield Rd - 7xxx,"(29.0, 37.0]"
34.0,850,Speed Greater Than R&P or Posted,N Pima Rd,11,5,45,8,N Pima Rd - 2xxx,"(29.0, 37.0]"
29.0,732,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,7,E Camelback Rd - 6xxx,"(24.0, 29.0]"
31.0,920,Speed Greater Than R&P or Posted,N Pima Rd,11,5,45,9,N Pima Rd - 2xxx,"(29.0, 37.0]"
64.0,1000,Expired/No Arizona Registration,E Shea Bl,11,3,46,10,E Shea Bl - 7xxx,"(50.0, 97.0]"
42.0,215,Expired/No Arizona Registration,E Frank Lloyd Wright Bl / L101,11,5,45,2,E Frank Lloyd Wright Bl / L101 -  xxx,"(37.0, 50.0]"
27.0,756,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,7,E Camelback Rd - 6xxx,"(24.0, 29.0]"
35.0,1712,Speed Greater Than R&P or Posted,E Redfield Rd,11,6,45,17,E Redfield Rd - 7xxx,"(29.0, 37.0]"
46.0,823,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,8,E Camelback Rd - 6xxx,"(37.0, 50.0]"
30.0,832,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,8,E Camelback Rd - 6xxx,"(29.0, 37.0]"
25.0,230,Speed Greater Than R&P or Posted,N Hayden Rd / E McDowell Rd,11,5,45,2,N Hayden Rd / E McDowell Rd -  xxx,"(24.0, 29.0]"
22.0,1225,Drug Paraphernalia-Possess/Use,N Hayden Rd,3,0,12,12,N Hayden Rd - 4xxx,"(17.999, 24.0]"
28.0,940,Failure to Control Speed to Avoid A Collision,E Frank Lloyd Wright Bl / N Hayden Rd,3,0,12,9,E Frank Lloyd Wright Bl / N Hayden Rd -  xxx,"(24.0, 29.0]"
21.0,1440,Suspended/Revoked D.L.,N Scottsdale Rd,3,0,12,14,N Scottsdale Rd - 1xxx,"(17.999, 24.0]"
20.0,1750,Suspended/Revoked D.L.,N Hayden Rd / E Thomas Rd,3,3,11,17,N Hayden Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
30.0,30,Drug Paraphernalia-Possess/Use,N Northsight Bl,3,0,12,0,N Northsight Bl - 1xxx,"(29.0, 37.0]"
26.0,30,Drug Paraphernalia-Possess/Use,N Northsight Bl,3,0,12,0,N Northsight Bl - 1xxx,"(24.0, 29.0]"
33.0,2349,Suspended/Revoked D.L.,E Shea Bl,3,5,11,23,E Shea Bl - 7xxx,"(29.0, 37.0]"
29.0,2019,Suspended/Revoked D.L.,N Scottsdale Rd / E Thomas Rd,3,0,12,20,N Scottsdale Rd / E Thomas Rd -  xxx,"(24.0, 29.0]"
31.0,2347,Suspended/Revoked D.L.,N Scottsdale Rd,3,0,12,23,N Scottsdale Rd - 1xxx,"(29.0, 37.0]"
44.0,1950,Failure to Control Speed to Avoid A Collision,N Hayden Rd / E Indian School Rd,3,0,12,19,N Hayden Rd / E Indian School Rd -  xxx,"(37.0, 50.0]"
23.0,2350,Suspended/Revoked D.L.,N Scottsdale Rd / E Thomas Rd,3,0,12,23,N Scottsdale Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
25.0,52,DUI-Impaired to Slightest Degree,E Indian School Rd,3,1,12,0,E Indian School Rd - 7xxx,"(24.0, 29.0]"
25.0,52,Fail to Stop For Red Signal,E Indian School Rd,3,1,12,0,E Indian School Rd - 7xxx,"(24.0, 29.0]"
57.0,3,Expired/No Arizona Registration,N Scottsdale Rd,3,3,11,0,N Scottsdale Rd - 7xxx,"(50.0, 97.0]"
29.0,955,Speed Greater Than R&P or Posted,E Cactus Rd,3,2,11,9,E Cactus Rd - 6xxx,"(24.0, 29.0]"
27.0,723,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(24.0, 29.0]"
28.0,734,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(24.0, 29.0]"
64.0,745,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(50.0, 97.0]"
61.0,739,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(50.0, 97.0]"
51.0,1420,Speed Greater Than R&P or Posted,E Indian School Rd,3,2,11,14,E Indian School Rd - 6xxx,"(50.0, 97.0]"
35.0,801,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,8,N Hayden Rd - 6xxx,"(29.0, 37.0]"
23.0,729,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(17.999, 24.0]"
32.0,1602,Speed Greater Than R&P or Posted,E Indian School Rd,3,2,11,16,E Indian School Rd - 6xxx,"(29.0, 37.0]"
50.0,716,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(37.0, 50.0]"
25.0,651,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,6,N Hayden Rd - 6xxx,"(24.0, 29.0]"
37.0,1618,Speed Greater Than R&P or Posted,E Indian School Rd,3,2,11,16,E Indian School Rd - 6xxx,"(29.0, 37.0]"
23.0,634,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,6,N Hayden Rd - 6xxx,"(17.999, 24.0]"
27.0,748,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(24.0, 29.0]"
42.0,1738,Speed Greater Than R&P or Posted,E Indian School Rd,3,2,11,17,E Indian School Rd - 6xxx,"(37.0, 50.0]"
30.0,805,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,8,N Hayden Rd - 6xxx,"(29.0, 37.0]"
30.0,656,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,6,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
62.0,2250,Speed Greater Than R&P or Posted,E Camelback Rd,3,4,11,22,E Camelback Rd - 7xxx,"(50.0, 97.0]"
23.0,2200,Speed Greater Than R&P or Posted,E Camelback Rd,3,4,11,22,E Camelback Rd - 7xxx,"(17.999, 24.0]"
32.0,754,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
21.0,803,Expired/No Arizona Registration,E Chaparral Rd,3,2,11,8,E Chaparral Rd - 7xxx,"(17.999, 24.0]"
50.0,815,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,8,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
28.0,704,Speed Greater Than R&P or Posted,N Scottsdale Rd,3,3,11,7,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
31.0,618,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,6,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
38.0,636,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,6,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
43.0,818,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,8,N Hayden Rd - 6xxx,"(37.0, 50.0]"
22.0,713,Expired/No Arizona Registration,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(17.999, 24.0]"
30.0,744,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
25.0,637,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,6,E Chaparral Rd - 7xxx,"(24.0, 29.0]"
44.0,847,Fail to Obey Traffic Control Device,E Chaparral Rd,3,2,11,8,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
24.0,702,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(17.999, 24.0]"
35.0,813,Fail to Obey Traffic Control Device,E Chaparral Rd,3,2,11,8,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
22.0,645,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,6,N Hayden Rd - 6xxx,"(17.999, 24.0]"
52.0,17,Speed Greater Than R&P or Posted,E Shea Bl,3,3,11,0,E Shea Bl - 8xxx,"(50.0, 97.0]"
49.0,701,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(37.0, 50.0]"
81.0,711,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,7,N Hayden Rd - 6xxx,"(50.0, 97.0]"
21.0,2312,Speed Greater Than R&P or Posted,E Shea Bl,3,3,11,23,E Shea Bl - 8xxx,"(17.999, 24.0]"
27.0,815,Speed Greater Than R&P or Posted,E McDowell Rd,3,3,11,8,E McDowell Rd - 6xxx,"(24.0, 29.0]"
47.0,2019,Speed Greater Than R&P or Posted,E Oak St,3,2,11,20,E Oak St - 5xxx,"(37.0, 50.0]"
30.0,854,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,8,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
70.0,2002,Fail to Obey Traffic Control Device,N Scottsdale Rd,3,3,11,20,N Scottsdale Rd - 2xxx,"(50.0, 97.0]"
20.0,757,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(17.999, 24.0]"
30.0,716,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
26.0,630,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,6,E Chaparral Rd - 7xxx,"(24.0, 29.0]"
27.0,2317,Expired/No Arizona Registration,E McDowell Rd / N Scottsdale Rd,3,3,11,23,E McDowell Rd / N Scottsdale Rd -  xxx,"(24.0, 29.0]"
84.0,1305,Expired/No Arizona Registration,E Shea Bl,3,3,11,13,E Shea Bl - 6xxx,"(50.0, 97.0]"
32.0,1140,Expired/No Arizona Registration,N Scottsdale Rd,3,1,11,11,N Scottsdale Rd - 7xxx,"(29.0, 37.0]"
31.0,712,Suspended/Revoked D.L.,E McKellips Rd,3,1,12,7,E McKellips Rd - 7xxx,"(29.0, 37.0]"
20.0,2212,Fail to Stop For Red Signal,E Indian School Rd,3,2,11,22,E Indian School Rd - 7xxx,"(17.999, 24.0]"
18.0,1917,Speed Greater Than R&P or Posted,E Via Linda,3,2,11,19,E Via Linda - 1xxx,"(17.999, 24.0]"
46.0,1138,Speed Greater Than R&P or Posted,N 100th St,3,3,11,11,N 100th St - 1xxx,"(37.0, 50.0]"
33.0,1213,Speed Greater Than R&P or Posted,N 100th St,3,3,11,12,N 100th St - 1xxx,"(29.0, 37.0]"
21.0,1228,Speed Greater Than R&P or Posted,N 64th St,3,3,11,12,N 64th St - 1xxx,"(17.999, 24.0]"
18.0,1442,Failure to Control Speed to Avoid A Collision,E Shea Bl,3,0,12,14,E Shea Bl - 7xxx,"(17.999, 24.0]"
36.0,816,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,8,N Hayden Rd - 6xxx,"(29.0, 37.0]"
42.0,2149,Speed Greater Than R&P or Posted,E Shea Bl,3,5,10,21,E Shea Bl - 7xxx,"(37.0, 50.0]"
19.0,1725,Failure to Control Speed to Avoid A Collision,N Hayden Rd,3,4,11,17,N Hayden Rd - 3xxx,"(17.999, 24.0]"
59.0,1057,Failure to Control Speed to Avoid A Collision,E Shea Bl,3,6,11,10,E Shea Bl - 7xxx,"(50.0, 97.0]"
46.0,1504,No Proof of Insurance,E Chaparral Rd,3,4,11,15,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
34.0,1413,Suspended/Revoked D.L.,E McDowell Rd / N Scottsdale Rd,3,1,12,14,E McDowell Rd / N Scottsdale Rd -  xxx,"(29.0, 37.0]"
27.0,2127,DUI-Impaired to Slightest Degree,E McDowell Rd / N Scottsdale Rd,3,1,12,21,E McDowell Rd / N Scottsdale Rd -  xxx,"(24.0, 29.0]"
19.0,34,Drug Paraphernalia-Possess/Use,E Shea Bl,3,2,12,0,E Shea Bl - 6xxx,"(17.999, 24.0]"
36.0,2200,Drug Paraphernalia-Possess/Use,E Shea Bl,3,1,12,22,E Shea Bl - 9xxx,"(29.0, 37.0]"
21.0,1623,Speed Greater Than R&P or Posted,E Indian School Rd,3,3,11,16,E Indian School Rd - 6xxx,"(17.999, 24.0]"
71.0,1520,Speed Greater Than R&P or Posted,E Indian Bend Rd,3,4,11,15,E Indian Bend Rd - 7xxx,"(50.0, 97.0]"
50.0,2252,Speed Greater Than R&P or Posted,E Camelback Rd,3,4,11,22,E Camelback Rd - 7xxx,"(37.0, 50.0]"
29.0,2206,Speed Greater Than R&P or Posted,E Camelback Rd,3,4,11,22,E Camelback Rd - 7xxx,"(24.0, 29.0]"
19.0,1407,No Proof of Insurance,E Thomas Rd,3,4,11,14,E Thomas Rd - 8xxx,"(17.999, 24.0]"
20.0,2,Speed Greater Than R&P or Posted,E Camelback Rd,3,5,11,0,E Camelback Rd - 7xxx,"(17.999, 24.0]"
33.0,804,Speed Greater Than R&P or Posted,E McDowell Rd,3,5,11,8,E McDowell Rd - 6xxx,"(29.0, 37.0]"
18.0,1208,No Proof of Insurance,N 100th St,3,4,11,12,N 100th St - 1xxx,"(17.999, 24.0]"
23.0,218,Speed Greater Than R&P or Posted,E Camelback Rd,3,4,11,2,E Camelback Rd - 6xxx,"(17.999, 24.0]"
23.0,2321,Speed Greater Than R&P or Posted,N Scottsdale Rd,3,4,11,23,N Scottsdale Rd - 5xxx,"(17.999, 24.0]"
46.0,1234,Speed Greater Than R&P or Posted,N 100th St,3,4,11,12,N 100th St - 1xxx,"(37.0, 50.0]"
51.0,1306,Speed Greater Than R&P or Posted,N 100th St,3,4,11,13,N 100th St - 1xxx,"(50.0, 97.0]"
51.0,1347,Speed Greater Than R&P or Posted,N 100th St,3,4,11,13,N 100th St - 1xxx,"(50.0, 97.0]"
42.0,1329,Speed Greater Than R&P or Posted,N 100th St,3,4,11,13,N 100th St - 1xxx,"(37.0, 50.0]"
35.0,10,Suspended/Revoked D.L.,E McKellips Rd,3,5,11,0,E McKellips Rd - 7xxx,"(29.0, 37.0]"
22.0,2337,Speed Greater Than R&P or Posted,N Scottsdale Rd,3,4,11,23,N Scottsdale Rd - 6xxx,"(17.999, 24.0]"
28.0,29,Speed Greater Than R&P or Posted,E Camelback Rd,3,5,11,0,E Camelback Rd - 6xxx,"(24.0, 29.0]"
18.0,15,Speed Greater Than R&P or Posted,N Pima Rd,3,1,11,0,N Pima Rd - 2xxx,"(17.999, 24.0]"
47.0,1344,Speed Greater Than R&P or Posted,E Frank Lloyd Wright Bl / N Scottsdale Rd,3,6,10,13,E Frank Lloyd Wright Bl / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
30.0,902,Speed Greater Than R&P or Posted,N Thompson Peak Py,3,0,11,9,N Thompson Peak Py - 1xxx,"(29.0, 37.0]"
33.0,754,Speed Greater Than R&P or Posted,E Oak St,3,3,11,7,E Oak St - 6xxx,"(29.0, 37.0]"
48.0,809,Speed Greater Than R&P or Posted,E Oak St,3,3,11,8,E Oak St - 5xxx,"(37.0, 50.0]"
32.0,811,Speed Greater Than R&P or Posted,E Oak St,3,3,11,8,E Oak St - 5xxx,"(29.0, 37.0]"
39.0,836,Speed Greater Than R&P or Posted,E Oak St,3,3,11,8,E Oak St - 5xxx,"(37.0, 50.0]"
50.0,751,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
24.0,839,Suspended/Revoked D.L.,N Hayden Rd,3,2,12,8,N Hayden Rd - 2xxx,"(17.999, 24.0]"
21.0,1620,Suspended/Revoked D.L.,N Scottsdale Rd,3,2,12,16,N Scottsdale Rd - 3xxx,"(17.999, 24.0]"
37.0,1951,Drug Paraphernalia-Possess/Use,E Cactus Rd,3,2,12,19,E Cactus Rd - 7xxx,"(29.0, 37.0]"
22.0,2329,Suspended/Revoked D.L.,N Scottsdale Rd,3,2,12,23,N Scottsdale Rd - 6xxx,"(17.999, 24.0]"
22.0,123,Suspended/Revoked D.L.,N Hayden Rd / E Indian School Rd,3,3,12,1,N Hayden Rd / E Indian School Rd -  xxx,"(17.999, 24.0]"
23.0,349,Drug Paraphernalia-Possess/Use,N Scottsdale Rd / E Shea Bl,3,2,12,3,N Scottsdale Rd / E Shea Bl -  xxx,"(17.999, 24.0]"
61.0,642,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,6,E Chaparral Rd - 7xxx,"(50.0, 97.0]"
