cited_person_age,citation_time,charge_description,street,month,day_of_week,week_of_year,hour_of_day,place_id,age_breaks
28.0,1040,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,3,7,10,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
32.0,1154,Speed Greater Than R&P or Posted,E Indian Bend Rd,2,3,7,11,E Indian Bend Rd - 7xxx,"(29.0, 37.0]"
40.0,1220,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,3,7,12,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
54.0,1410,Speed Greater Than R&P or Posted,E Camelback Rd,2,2,7,14,E Camelback Rd - 7xxx,"(50.0, 97.0]"
51.0,1105,Failure to Control Speed to Avoid A Collision,E Shea Bl,2,1,8,11,E Shea Bl - 9xxx,"(50.0, 97.0]"
22.0,2201,Fail to Obey Traffic Control Device,N Scottsdale Rd / E Thomas Rd,2,3,7,22,N Scottsdale Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
33.0,704,Speed Greater Than R&P or Posted,E Cactus Rd,2,2,7,7,E Cactus Rd - 9xxx,"(29.0, 37.0]"
48.0,834,Speed Greater Than R&P or Posted,N 90th St,2,2,7,8,N 90th St - 1xxx,"(37.0, 50.0]"
57.0,836,Speed Greater Than R&P or Posted,N 90th St,2,2,7,8,N 90th St - 1xxx,"(50.0, 97.0]"
60.0,758,Speed Greater Than R&P or Posted,N 100th St,2,3,7,7,N 100th St - 1xxx,"(50.0, 97.0]"
39.0,809,Speed Greater Than R&P or Posted,N 100th St,2,3,7,8,N 100th St - 1xxx,"(37.0, 50.0]"
57.0,825,Speed Greater Than R&P or Posted,N 100th St,2,3,7,8,N 100th St - 1xxx,"(50.0, 97.0]"
41.0,935,Speed Greater Than R&P or Posted,E Shea Bl,2,3,7,9,E Shea Bl - 6xxx,"(37.0, 50.0]"
64.0,756,Speed Greater Than R&P or Posted,N 90th St,2,2,7,7,N 90th St - 1xxx,"(50.0, 97.0]"
22.0,814,Speed Greater Than R&P or Posted,N 90th St,2,2,7,8,N 90th St - 1xxx,"(17.999, 24.0]"
27.0,2220,Speed Greater Than R&P or Posted,E Camelback Rd,2,4,7,22,E Camelback Rd - 7xxx,"(24.0, 29.0]"
46.0,750,Speed Greater Than R&P or Posted,N 90th St,2,3,7,7,N 90th St - 1xxx,"(37.0, 50.0]"
41.0,807,Speed Greater Than R&P or Posted,N 90th St,2,3,7,8,N 90th St - 1xxx,"(37.0, 50.0]"
24.0,824,Speed Greater Than R&P or Posted,N 90th St,2,3,7,8,N 90th St - 1xxx,"(17.999, 24.0]"
22.0,1925,Expired/No Arizona Registration,N Scottsdale Rd / E Thomas Rd,2,4,7,19,N Scottsdale Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
59.0,1807,Speed Greater Than R&P or Posted,N Hayden Rd,2,1,7,18,N Hayden Rd - 9xxx,"(50.0, 97.0]"
33.0,1702,Expired/No Arizona Registration,N Scottsdale Rd / E Shea Bl,2,4,7,17,N Scottsdale Rd / E Shea Bl -  xxx,"(29.0, 37.0]"
42.0,844,Speed Greater Than R&P or Posted,E Oak St,2,4,7,8,E Oak St - 8xxx,"(37.0, 50.0]"
34.0,2310,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,3,7,23,N Scottsdale Rd - 2xxx,"(29.0, 37.0]"
41.0,2217,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,3,7,22,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
26.0,2346,No Proof of Insurance,E Cactus Rd,2,3,7,23,E Cactus Rd - 8xxx,"(24.0, 29.0]"
21.0,2010,Fail to Stop at Stop Sign,E Redfield Rd,2,3,7,20,E Redfield Rd - 9xxx,"(17.999, 24.0]"
41.0,1241,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,4,7,12,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
21.0,1255,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,4,7,12,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
26.0,1310,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,4,7,13,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
35.0,936,Speed Greater Than R&P or Posted,E Oak St,2,4,7,9,E Oak St - 6xxx,"(29.0, 37.0]"
21.0,955,Speed Greater Than R&P or Posted,E Oak St,2,4,7,9,E Oak St - 6xxx,"(17.999, 24.0]"
38.0,953,Failure to Control Speed to Avoid A Collision,N Hayden Rd,2,2,8,9,N Hayden Rd - 2xxx,"(37.0, 50.0]"
23.0,735,Drug Paraphernalia-Possess/Use,E Thomas Rd,2,2,8,7,E Thomas Rd - 6xxx,"(17.999, 24.0]"
19.0,1320,Suspended/Revoked D.L.,N Scottsdale Rd,2,1,8,13,N Scottsdale Rd - 9xxx,"(17.999, 24.0]"
55.0,2225,Speed Greater Than R&P or Posted,E Camelback Rd,2,5,7,22,E Camelback Rd - 7xxx,"(50.0, 97.0]"
73.0,256,No Proof of Insurance,N Hayden Rd / E Indian School Rd,2,4,7,2,N Hayden Rd / E Indian School Rd -  xxx,"(50.0, 97.0]"
32.0,2230,Speed Greater Than R&P or Posted,E Camelback Rd,2,4,7,22,E Camelback Rd - 7xxx,"(29.0, 37.0]"
22.0,2200,Speed Greater Than R&P or Posted,E Camelback Rd,2,4,7,22,E Camelback Rd - 7xxx,"(17.999, 24.0]"
30.0,2234,Speed Greater Than R&P or Posted,E Camelback Rd,2,4,7,22,E Camelback Rd - 7xxx,"(29.0, 37.0]"
21.0,2300,Speed Greater Than R&P or Posted,E Camelback Rd,2,4,7,23,E Camelback Rd - 7xxx,"(17.999, 24.0]"
24.0,2201,Speed Greater Than R&P or Posted,E Camelback Rd,2,4,7,22,E Camelback Rd - 7xxx,"(17.999, 24.0]"
19.0,2259,Speed Greater Than R&P or Posted,E Camelback Rd,2,4,7,22,E Camelback Rd - 7xxx,"(17.999, 24.0]"
41.0,1709,DUI-Impaired to Slightest Degree,E Shea Bl,2,2,8,17,E Shea Bl - 1xxx,"(37.0, 50.0]"
23.0,1617,Failure to Control Speed to Avoid A Collision,N Granite Reef Rd,2,1,8,16,N Granite Reef Rd - 5xxx,"(17.999, 24.0]"
40.0,1404,DUI-Impaired to Slightest Degree,E McDowell Rd,2,2,8,14,E McDowell Rd - 7xxx,"(37.0, 50.0]"
26.0,102,Suspended/Revoked D.L.,E McDowell Rd,2,3,8,1,E McDowell Rd - 6xxx,"(24.0, 29.0]"
69.0,1434,Speed Greater Than R&P or Posted,E Indian Bend Rd,2,2,7,14,E Indian Bend Rd - 7xxx,"(50.0, 97.0]"
41.0,1800,No Proof of Insurance,E Frank Lloyd Wright Bl / L101,2,5,7,18,E Frank Lloyd Wright Bl / L101 -  xxx,"(37.0, 50.0]"
37.0,1334,Fail to Obey Traffic Control Device,N Hayden Rd,2,3,7,13,N Hayden Rd - 6xxx,"(29.0, 37.0]"
23.0,1326,Expired/No Arizona Registration,E Camelback Rd / N Scottsdale Rd,2,5,7,13,E Camelback Rd / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
27.0,1540,Speed Greater Than R&P or Posted,E Osborn Rd,2,4,7,15,E Osborn Rd - 6xxx,"(24.0, 29.0]"
24.0,2351,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,3,7,23,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
57.0,1310,Failure to Control Speed to Avoid A Collision,E Shea Bl,2,0,8,13,E Shea Bl - 8xxx,"(50.0, 97.0]"
27.0,2222,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,4,7,22,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
57.0,1612,No Proof of Insurance,E Osborn Rd,2,5,7,16,E Osborn Rd - 7xxx,"(50.0, 97.0]"
24.0,1455,Speed Greater Than R&P or Posted,E Camelback Rd,10,2,42,14,E Camelback Rd - 6xxx,"(17.999, 24.0]"
56.0,701,Speed Greater Than R&P or Posted,E Via Linda,10,1,42,7,E Via Linda - 9xxx,"(50.0, 97.0]"
39.0,830,Speed Greater Than R&P or Posted,E Via Linda,10,2,42,8,E Via Linda - 1xxx,"(37.0, 50.0]"
32.0,816,Speed Greater Than R&P or Posted,E Via Linda,10,2,42,8,E Via Linda - 1xxx,"(29.0, 37.0]"
22.0,926,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,1,42,9,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
42.0,900,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,1,42,9,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
25.0,822,Expired/No Arizona Registration,E Thomas Rd,10,2,42,8,E Thomas Rd - 7xxx,"(24.0, 29.0]"
25.0,1458,Suspended/Revoked D.L.,E Indian Bend Rd,10,6,42,14,E Indian Bend Rd - 7xxx,"(24.0, 29.0]"
62.0,1453,Fail to Stop at Stop Sign,E Camelback Rd,10,4,41,14,E Camelback Rd - 8xxx,"(50.0, 97.0]"
31.0,1530,Fail to Stop at Stop Sign,E Camelback Rd,10,4,41,15,E Camelback Rd - 8xxx,"(29.0, 37.0]"
24.0,1127,Drug Paraphernalia-Possess/Use,E McDonald DR,10,0,43,11,E McDonald DR - 8xxx,"(17.999, 24.0]"
38.0,1425,Drug Paraphernalia-Possess/Use,E Camelback Rd,10,0,43,14,E Camelback Rd - 7xxx,"(37.0, 50.0]"
36.0,1210,Expired/No Arizona Registration,N Scottsdale Rd,10,2,42,12,N Scottsdale Rd - 2xxx,"(29.0, 37.0]"
22.0,1438,Drug Paraphernalia-Possess/Use,E Shea Bl,10,0,43,14,E Shea Bl - 8xxx,"(17.999, 24.0]"
45.0,1657,Drug Paraphernalia-Possess/Use,E Osborn Rd,10,5,42,16,E Osborn Rd - 7xxx,"(37.0, 50.0]"
26.0,1944,Drug Paraphernalia-Possess/Use,E McDonald DR,10,0,43,19,E McDonald DR - 8xxx,"(24.0, 29.0]"
18.0,11,DUI-Impaired to Slightest Degree,E Camelback Rd,10,1,43,0,E Camelback Rd - 7xxx,"(17.999, 24.0]"
37.0,250,Drug Paraphernalia-Possess/Use,E Frank Lloyd Wright Bl / L101,10,1,43,2,E Frank Lloyd Wright Bl / L101 -  xxx,"(29.0, 37.0]"
57.0,1439,Speed Greater Than R&P or Posted,E Redfield Rd,10,2,42,14,E Redfield Rd - 7xxx,"(50.0, 97.0]"
59.0,857,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,8,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
52.0,731,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,7,E Indian Bend Rd - 7xxx,"(50.0, 97.0]"
27.0,751,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,7,E Indian Bend Rd - 7xxx,"(24.0, 29.0]"
27.0,2344,Speed Greater Than R&P or Posted,E Shea Bl,10,3,42,23,E Shea Bl - 6xxx,"(24.0, 29.0]"
43.0,1013,Expired/No Arizona Registration,E Raintree DR,10,3,42,10,E Raintree DR - 8xxx,"(37.0, 50.0]"
22.0,1501,No Proof of Insurance,N Scottsdale Rd,10,0,43,15,N Scottsdale Rd - 1xxx,"(17.999, 24.0]"
72.0,648,Speed Greater Than R&P or Posted,N 100th St,10,3,42,6,N 100th St - 1xxx,"(50.0, 97.0]"
49.0,741,No Proof of Insurance,E Indian Bend Rd,10,3,42,7,E Indian Bend Rd - 7xxx,"(37.0, 50.0]"
35.0,659,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,6,E Indian Bend Rd - 7xxx,"(29.0, 37.0]"
50.0,806,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,8,E Indian Bend Rd - 7xxx,"(37.0, 50.0]"
47.0,1244,Speed Greater Than R&P or Posted,E Via Linda,10,2,42,12,E Via Linda - 1xxx,"(37.0, 50.0]"
34.0,846,Speed Greater Than R&P or Posted,E Shea Bl,10,3,42,8,E Shea Bl - 1xxx,"(29.0, 37.0]"
26.0,2210,Speed Greater Than R&P or Posted,N Frank Lloyd Wright Bl,10,3,42,22,N Frank Lloyd Wright Bl - 1xxx,"(24.0, 29.0]"
63.0,835,Speed Greater Than R&P or Posted,N 136th St,10,1,42,8,N 136th St - 1xxx,"(50.0, 97.0]"
62.0,2027,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,2,42,20,N Scottsdale Rd - 2xxx,"(50.0, 97.0]"
20.0,1513,Speed Greater Than R&P or Posted,E Via Linda,10,1,42,15,E Via Linda - 1xxx,"(17.999, 24.0]"
23.0,812,Speed Greater Than R&P or Posted,N Goldwater Bl,10,1,42,8,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
49.0,2109,Speed Greater Than R&P or Posted,N Pima Rd,10,2,42,21,N Pima Rd - 3xxx,"(37.0, 50.0]"
26.0,1135,Fail to Obey Traffic Control Device,N Scottsdale Rd,10,2,42,11,N Scottsdale Rd - 4xxx,"(24.0, 29.0]"
35.0,1221,Expired/No Arizona Registration,E Chaparral Rd,10,0,42,12,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
35.0,806,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,8,E Indian Bend Rd - 7xxx,"(29.0, 37.0]"
62.0,1147,Speed Greater Than R&P or Posted,N Pima Rd,10,2,42,11,N Pima Rd - 1xxx,"(50.0, 97.0]"
29.0,1030,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,2,42,10,E Indian Bend Rd - 7xxx,"(24.0, 29.0]"
49.0,834,No Proof of Insurance,N Scottsdale Rd,10,3,42,8,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
25.0,1030,Speed Greater Than R&P or Posted,N 64th St,10,3,42,10,N 64th St - 1xxx,"(24.0, 29.0]"
20.0,1426,Speed Greater Than R&P or Posted,N 100th St,10,2,42,14,N 100th St - 1xxx,"(17.999, 24.0]"
24.0,2209,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,2,42,22,N Scottsdale Rd - 1xxx,"(17.999, 24.0]"
59.0,2239,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,2,42,22,N Scottsdale Rd - 7xxx,"(50.0, 97.0]"
22.0,2244,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,2,42,22,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
21.0,118,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,1,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
77.0,1800,Speed Greater Than R&P or Posted,E Redfield Rd,10,6,41,18,E Redfield Rd - 7xxx,"(50.0, 97.0]"
24.0,643,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,6,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
23.0,741,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,7,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
30.0,50,No Proof of Insurance,E Frank Lloyd Wright Bl / L101,10,0,42,0,E Frank Lloyd Wright Bl / L101 -  xxx,"(29.0, 37.0]"
36.0,755,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,7,N Scottsdale Rd - 8xxx,"(29.0, 37.0]"
20.0,1002,No Proof of Insurance,N Hayden Rd,10,1,42,10,N Hayden Rd - 9xxx,"(17.999, 24.0]"
22.0,829,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,8,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
20.0,644,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,6,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
25.0,843,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,8,E Indian Bend Rd - 7xxx,"(24.0, 29.0]"
41.0,635,Speed Greater Than R&P or Posted,N Hayden Rd,10,1,42,6,N Hayden Rd - 1xxx,"(37.0, 50.0]"
61.0,1232,Expired/No Arizona Registration,N Scottsdale Rd,10,2,42,12,N Scottsdale Rd - 1xxx,"(50.0, 97.0]"
41.0,918,Speed Greater Than R&P or Posted,N Pima Rd,10,2,42,9,N Pima Rd - 2xxx,"(37.0, 50.0]"
47.0,1052,Speed Greater Than R&P or Posted,N Goldwater Bl,10,2,42,10,N Goldwater Bl - 4xxx,"(37.0, 50.0]"
52.0,1450,Speed Greater Than R&P or Posted,E Redfield Rd,10,2,42,14,E Redfield Rd - 7xxx,"(50.0, 97.0]"
47.0,919,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,9,E Indian Bend Rd - 7xxx,"(37.0, 50.0]"
33.0,1027,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,10,E Indian Bend Rd - 7xxx,"(29.0, 37.0]"
72.0,1503,Speed Greater Than R&P or Posted,E Redfield Rd,10,2,42,15,E Redfield Rd - 7xxx,"(50.0, 97.0]"
43.0,645,Speed Greater Than R&P or Posted,N Pima Rd,10,3,42,6,N Pima Rd - 2xxx,"(37.0, 50.0]"
25.0,11,Speed Greater Than R&P or Posted,E McDonald DR,10,4,42,0,E McDonald DR - 7xxx,"(24.0, 29.0]"
64.0,742,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,7,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
20.0,2123,No Proof of Insurance,E Shea Bl,10,4,42,21,E Shea Bl - 6xxx,"(17.999, 24.0]"
23.0,648,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,6,E Indian Bend Rd - 7xxx,"(17.999, 24.0]"
74.0,707,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,3,42,7,E Indian Bend Rd - 7xxx,"(50.0, 97.0]"
24.0,748,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,7,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
44.0,716,Speed Greater Than R&P or Posted,N Hayden Rd / E Legacy Bl,10,2,42,7,N Hayden Rd / E Legacy Bl -  xxx,"(37.0, 50.0]"
23.0,728,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,7,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
25.0,834,Failure to Control Speed to Avoid A Collision,N 90th St,10,1,43,8,N 90th St - 1xxx,"(24.0, 29.0]"
28.0,801,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,8,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
24.0,709,Speed Greater Than R&P or Posted,N Hayden Rd / E Legacy Bl,10,2,42,7,N Hayden Rd / E Legacy Bl -  xxx,"(17.999, 24.0]"
55.0,813,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,8,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
54.0,826,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,8,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
25.0,848,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,3,42,8,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
56.0,737,Speed Greater Than R&P or Posted,N Hayden Rd / E Legacy Bl,10,2,42,7,N Hayden Rd / E Legacy Bl -  xxx,"(50.0, 97.0]"
60.0,746,Speed Greater Than R&P or Posted,N Hayden Rd / E Legacy Bl,10,2,42,7,N Hayden Rd / E Legacy Bl -  xxx,"(50.0, 97.0]"
28.0,841,Expired/No Arizona Registration,E Camelback Rd,10,2,42,8,E Camelback Rd - 8xxx,"(24.0, 29.0]"
52.0,753,Speed Greater Than R&P or Posted,N Hayden Rd / E Legacy Bl,10,2,42,7,N Hayden Rd / E Legacy Bl -  xxx,"(50.0, 97.0]"
24.0,2209,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,10,2,42,22,N Scottsdale Rd - 1xxx,"(17.999, 24.0]"
38.0,1538,Suspended/Revoked D.L.,N Scottsdale Rd / E Shea Bl,10,1,43,15,N Scottsdale Rd / E Shea Bl -  xxx,"(37.0, 50.0]"
23.0,1910,Drug Paraphernalia-Possess/Use,E Raintree DR,10,1,43,19,E Raintree DR - 8xxx,"(17.999, 24.0]"
45.0,433,Suspended/Revoked D.L.,E McDonald DR,10,1,43,4,E McDonald DR - 7xxx,"(37.0, 50.0]"
35.0,515,Suspended/Revoked D.L.,E Thomas Rd,10,2,43,5,E Thomas Rd - 7xxx,"(29.0, 37.0]"
57.0,858,Speed Greater Than R&P or Posted,E Shea Bl,10,4,42,8,E Shea Bl - 6xxx,"(50.0, 97.0]"
19.0,140,No Proof of Insurance,L101 / E Shea Bl,10,4,42,1,L101 / E Shea Bl -  xxx,"(17.999, 24.0]"
26.0,3,Fail to Stop For Red Signal,N Hayden Rd / E Indian School Rd,10,3,42,0,N Hayden Rd / E Indian School Rd -  xxx,"(24.0, 29.0]"
71.0,1019,Failure to Control Speed to Avoid A Collision,E Shea Bl,10,2,43,10,E Shea Bl - 8xxx,"(50.0, 97.0]"
35.0,1530,Fail to Obey Traffic Control Device,E Cactus Rd,10,2,43,15,E Cactus Rd - 8xxx,"(29.0, 37.0]"
29.0,1457,DUI-Impaired to Slightest Degree,E Camelback Rd,10,2,43,14,E Camelback Rd - 7xxx,"(24.0, 29.0]"
35.0,1927,Suspended/Revoked D.L.,E Chaparral Rd,10,2,43,19,E Chaparral Rd - 8xxx,"(29.0, 37.0]"
53.0,2040,DUI-Impaired to Slightest Degree,N Scottsdale Rd,10,2,43,20,N Scottsdale Rd - 1xxx,"(50.0, 97.0]"
43.0,2145,Suspended/Revoked D.L.,N Scottsdale Rd,10,2,43,21,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
43.0,805,Speed Greater Than R&P or Posted,E Cactus Rd,10,4,42,8,E Cactus Rd - 9xxx,"(37.0, 50.0]"
67.0,1406,Speed Greater Than R&P or Posted,E Oak St,2,5,7,14,E Oak St - 7xxx,"(50.0, 97.0]"
21.0,753,Speed Greater Than R&P or Posted,E McDowell Rd,2,5,7,7,E McDowell Rd - 6xxx,"(17.999, 24.0]"
32.0,727,Expired/No Arizona Registration,E Oak St,2,5,7,7,E Oak St - 7xxx,"(29.0, 37.0]"
27.0,857,Expired/No Arizona Registration,E McDowell Rd / N Scottsdale Rd,2,5,7,8,E McDowell Rd / N Scottsdale Rd -  xxx,"(24.0, 29.0]"
35.0,2242,Speed Greater Than R&P or Posted,E Camelback Rd,2,5,7,22,E Camelback Rd - 7xxx,"(29.0, 37.0]"
42.0,2145,Speed Greater Than R&P or Posted,E Camelback Rd,2,5,7,21,E Camelback Rd - 7xxx,"(37.0, 50.0]"
21.0,2225,Speed Greater Than R&P or Posted,E Camelback Rd,2,5,7,22,E Camelback Rd - 7xxx,"(17.999, 24.0]"
27.0,1425,Speed Greater Than R&P or Posted,N Pima Rd,2,5,7,14,N Pima Rd - 2xxx,"(24.0, 29.0]"
19.0,1405,Speed Greater Than R&P or Posted,N Pima Rd,2,5,7,14,N Pima Rd - 2xxx,"(17.999, 24.0]"
53.0,2145,Expired/No Arizona Registration,E Shea Bl,2,5,6,21,E Shea Bl - 9xxx,"(50.0, 97.0]"
30.0,2138,Drug Paraphernalia-Possess/Use,E McKellips Rd,2,3,8,21,E McKellips Rd - 7xxx,"(29.0, 37.0]"
33.0,150,Drug Paraphernalia-Possess/Use,N Miller Rd,2,4,8,1,N Miller Rd - 4xxx,"(29.0, 37.0]"
32.0,224,DUI-Impaired to Slightest Degree,E Shoeman Ln,2,4,8,2,E Shoeman Ln - 7xxx,"(29.0, 37.0]"
59.0,2300,Failure to Control Speed to Avoid A Collision,E McDowell Rd / N Scottsdale Rd,2,3,8,23,E McDowell Rd / N Scottsdale Rd -  xxx,"(50.0, 97.0]"
25.0,1223,Fail to Obey Traffic Control Device,N Scottsdale Rd,2,4,7,12,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
37.0,1252,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,4,7,12,N Scottsdale Rd - 2xxx,"(29.0, 37.0]"
18.0,20,Speed Greater Than R&P or Posted,E Shea Bl,2,4,7,0,E Shea Bl - 9xxx,"(17.999, 24.0]"
18.0,1315,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,4,7,13,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
23.0,2108,Speed Greater Than R&P or Posted,E Frank Lloyd Wright Bl,2,4,7,21,E Frank Lloyd Wright Bl - 7xxx,"(17.999, 24.0]"
29.0,1948,Fail to Stop For Red Signal,E Shea Bl,2,2,7,19,E Shea Bl - 7xxx,"(24.0, 29.0]"
28.0,2138,Drug Paraphernalia-Possess/Use,E McKellips Rd,2,3,8,21,E McKellips Rd - 7xxx,"(24.0, 29.0]"
46.0,2201,Expired/No Arizona Registration,E Mountain View Rd,2,3,7,22,E Mountain View Rd - 7xxx,"(37.0, 50.0]"
23.0,1041,Speed Greater Than R&P or Posted,N 68th St,2,4,7,10,N 68th St - 1xxx,"(17.999, 24.0]"
28.0,2321,Expired/No Arizona Registration,E Mountain View Rd,2,3,7,23,E Mountain View Rd - 7xxx,"(24.0, 29.0]"
67.0,2113,Fail to Obey Traffic Control Device,E Frank Lloyd Wright Bl / N Hayden Rd,2,2,8,21,E Frank Lloyd Wright Bl / N Hayden Rd -  xxx,"(50.0, 97.0]"
25.0,103,DUI-Impaired to Slightest Degree,E Shea Bl,2,3,8,1,E Shea Bl - 8xxx,"(24.0, 29.0]"
25.0,754,Failure to Control Speed to Avoid A Collision,N Hayden Rd / E Indian School Rd,2,4,8,7,N Hayden Rd / E Indian School Rd -  xxx,"(24.0, 29.0]"
31.0,859,Suspended/Revoked D.L.,E Indian Bend Rd,2,4,8,8,E Indian Bend Rd - 8xxx,"(29.0, 37.0]"
50.0,1320,Speed Greater Than R&P or Posted,N Pima Rd,2,6,7,13,N Pima Rd - 2xxx,"(37.0, 50.0]"
56.0,1300,Fail to Stop For Red Signal,E Frank Lloyd Wright Bl / L101,2,6,7,13,E Frank Lloyd Wright Bl / L101 -  xxx,"(50.0, 97.0]"
24.0,1845,No Proof of Insurance,N Hayden Rd,2,0,8,18,N Hayden Rd - 3xxx,"(17.999, 24.0]"
27.0,733,Failure to Control Speed to Avoid A Collision,N 100th St,2,4,8,7,N 100th St - 1xxx,"(24.0, 29.0]"
50.0,1213,Suspended/Revoked D.L.,N Granite Reef Rd,2,4,8,12,N Granite Reef Rd - 6xxx,"(37.0, 50.0]"
22.0,248,DUI-Impaired to Slightest Degree,N Scottsdale Rd,2,4,8,2,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
53.0,1346,Suspended/Revoked D.L.,N Hayden Rd,2,4,8,13,N Hayden Rd - 7xxx,"(50.0, 97.0]"
29.0,2252,DUI-Impaired to Slightest Degree,E Chaparral Rd,2,4,8,22,E Chaparral Rd - 7xxx,"(24.0, 29.0]"
24.0,54,DUI-Impaired to Slightest Degree,N Scottsdale Rd,2,5,8,0,N Scottsdale Rd - 4xxx,"(17.999, 24.0]"
28.0,133,Drug Paraphernalia-Possess/Use,N Saddlebag Tr,2,5,8,1,N Saddlebag Tr - 4xxx,"(24.0, 29.0]"
59.0,141,DUI-Impaired to Slightest Degree,E Indian School Rd,2,5,8,1,E Indian School Rd - 8xxx,"(50.0, 97.0]"
68.0,1217,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd / E Shea Bl,2,5,8,12,N Scottsdale Rd / E Shea Bl -  xxx,"(50.0, 97.0]"
36.0,1217,Drug Paraphernalia-Possess/Use,N Scottsdale Rd / E Shea Bl,2,5,8,12,N Scottsdale Rd / E Shea Bl -  xxx,"(29.0, 37.0]"
25.0,1445,Suspended/Revoked D.L.,N Scottsdale Rd,2,5,8,14,N Scottsdale Rd - 4xxx,"(24.0, 29.0]"
26.0,345,DUI-Impaired to Slightest Degree,N Scottsdale Rd,2,4,8,3,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
